0.099,-0.099,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.305177
0.099,-0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.3416574
0.099,-0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.99049
0.099,-0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.19069299
0.099,-0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.1584244
0.099,-0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.25651
0.099,-0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.9804525
0.099,-0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.9815245
0.099,-0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.92277336
0.099,-0.0,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.3350607
0.099,0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.9227793
0.099,0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.9815307
0.099,0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.9804645
0.099,0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.256528
0.099,0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.158448
0.099,0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.19071697
0.099,0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.9905139
0.099,0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.3416693
0.099,0.099,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.305201
0.088,-0.099,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.676892
0.088,-0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.0213969
0.088,-0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.9884526
0.088,-0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.5100666
0.088,-0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.79218
0.088,-0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.1839273
0.088,-0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.1641283
0.088,-0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.0827987
0.088,-0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.4357939
0.088,-0.0,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.8924108
0.088,0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.4357998
0.088,0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.0828047
0.088,0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.1641464
0.088,0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.1839392
0.088,0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.792204
0.088,0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.5100906
0.088,0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.9884826
0.088,0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.021421
0.088,0.099,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.6769161
0.077,-0.099,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.6959174
0.077,-0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.3646014
0.077,-0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.6733094
0.077,-0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.5475892
0.077,-0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.182704
0.077,-0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.911999
0.077,-0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,6.1934776
0.077,-0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.352887
0.077,-0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.862312
0.077,-0.0,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,4.3732777
0.077,0.011,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,3.862318
0.077,0.022,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.3528929
0.077,0.033,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,6.1934958
0.077,0.044,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.9120228
0.077,0.055,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,5.182716
0.077,0.066,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,0.5476132
0.077,0.077,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,1.6733394
0.077,0.088,0.0,0.0,-0.0,1.0,2.4,40800.0,0.009,0,0.01,0.01,0.003,2.3646314
